"","heart_disease_mortality_per_100k","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","Area_Rucc","Econ_Economic_typology","Area_Urban_Influence"
"159",370,0.385,0.082,0.291,0.127,0.226,0.165,10,12,0.324,NA,0.119,0.103,NA,0.312,9,NA,38.56,NA,7219,"A2","Nonsp","M2"
"160",208,0.55,0.057,0.143,0.035,0.237,0.128,12,7,0.241,0.12,0.074,0.077,0.206,0.189,13,0.5,4.09,1039,740,"A1","Nonsp","M1"
"161",359,0.387,0.098,0.256,0.091,0.252,0.155,13,14,0.345,0.187,0.141,0.102,NA,0.337,13,11.52,25.87,4859,7179,"C2","Manu","N1"
"162",229,0.507,0.032,0.14,0.112,0.206,0.213,13,8,0.302,0.189,0.102,0.058,0.196,0.275,10,NA,30.32,9510,NA,"B1","Farm","N2"
"163",349,0.371,0.041,0.287,0.113,0.22,0.124,14,12,0.33,NA,0.113,0.099,NA,0.312,10,3.2,18.74,3770,2920,"C1","Mining","M4"
"164",232,0.449,0.057,0.239,0.119,0.268,0.168,14,9,0.197,0.206,0.066,0.106,0.135,0.203,12,NA,22.56,8270,2059,"B2","Farm","M5"
"165",332,0.376,0.076,0.184,0.062,0.207,0.169,13,12,0.355,0.257,0.145,0.103,0.095,0.318,13,NA,14.06,1479,799,"A2","Nonsp","M2"
"166",288,0.476,0.067,0.199,0.082,0.2,0.171,11,12,0.317,0.216,0.125,0.079,0.152,0.323,14,3.14,12.75,4410,1759,"C1","Nonsp","M3"
"167",212,0.5,0.092,0.136,0.099,0.203,0.202,8,12,0.303,0.162,0.108,0.06,0.198,0.237,11,NA,13.73,2679,2639,"C2","Manu","N1"
"168",307,0.419,0.063,0.337,0.113,0.25,0.162,13,10,0.333,0.263,0.117,0.088,NA,0.311,12,5.6,20.08,4210,2310,"C2","Nonsp","N1"
"169",261,0.505,0.054,0.128,0.074,0.259,0.146,14,9,0.287,0.235,0.089,0.058,0.255,0.241,12,NA,13.44,2180,1660,"C2","Fed","N1"
"170",311,0.503,0.065,0.195,0.087,0.242,0.187,12,12,0.309,0.274,0.122,0.076,0.123,0.312,14,NA,28.59,5760,8600,"C2","Manu","N1"
"171",216,0.536,0.037,0.131,0.056,0.224,0.194,12,11,0.316,0.237,0.102,0.08,0.238,0.269,10,NA,20.67,5160,NA,"B1","Farm","N2"
"172",309,0.432,0.066,0.242,0.07,0.227,0.172,12,12,0.346,0.23,0.12,0.076,0.127,0.313,14,6.4,20.1,3520,1289,"D2","Nonsp","M5"
"173",281,0.409,0.091,0.38,0.168,0.333,0.097,24,9,0.353,0.271,0.122,0.07,0.185,0.286,11,NA,75.6,2190,1090,"C2","Mining","N1"
"174",274,0.464,0.051,0.117,0.056,0.201,0.189,10,12,0.325,0.224,0.115,0.079,0.124,0.258,14,0.6,15.25,1879,1360,"A2","Nonsp","M2"
"175",251,0.416,0.082,0.328,0.192,0.178,0.257,11,12,0.277,0.224,0.114,0.065,0.16,0.249,11,NA,36.64,2839,1260,"B1","Nonsp","N2"
"176",277,0.46,0.051,0.199,0.042,0.203,0.168,12,13,0.309,0.233,0.125,0.105,0.099,0.316,13,5.95,16.14,1370,799,"A3","Fed","M2"
"177",327,0.452,0.085,0.288,0.109,0.237,0.151,12,11,0.273,0.208,0.11,0.091,0.1,0.317,13,3.34,15.63,2699,839,"A3","Nonsp","M2"
"178",335,0.442,0.064,0.212,0.062,0.241,0.164,13,12,0.354,0.262,0.132,0.079,0.083,0.351,14,4,23.1,1240,1290,"C1","Nonsp","M3"
"179",252,0.426,0.081,0.234,0.094,0.217,0.177,10,11,0.351,0.217,0.146,0.101,0.145,0.297,13,5.09,17.17,8659,2279,"C2","Manu","M4"
"180",343,0.453,0.075,0.136,0.048,0.219,0.169,12,12,0.267,0.294,0.09,0.073,0.186,0.248,11,NA,9.61,1749,1720,"C1","Nonsp","M4"
"181",225,0.426,0.029,0.235,0.097,0.295,0.179,18,10,0.323,0.178,0.106,0.053,0.219,0.255,11,NA,20.38,2309,919,"B2","Farm","M5"
"182",315,0.516,0.065,0.226,0.092,0.212,0.206,11,12,0.307,0.267,0.112,0.078,0.154,0.361,11,NA,22.22,5070,2160,"C2","Manu","N7"
"183",313,0.43,0.088,0.236,0.056,0.225,0.151,11,10,0.32,0.199,0.122,0.119,0.127,0.298,11,5.8,29.33,7720,11509,"C2","Manu","N7"
"184",293,0.472,0.062,0.191,0.056,0.214,0.188,9,12,0.315,0.246,0.113,0.095,0.118,0.382,13,NA,22.36,3540,1510,"C2","Nonsp","M4"
"185",216,0.579,0.022,0.188,0.106,0.253,0.207,13,9,0.32,NA,0.114,0.11,NA,0.254,14,NA,NA,NA,NA,"B2","Farm","M5"
"186",299,0.463,0.088,0.187,0.055,0.203,0.161,10,9,0.266,0.125,0.1,0.044,0.213,0.229,10,NA,13.82,2169,1139,"D1","Fed","M5"
"187",212,0.488,0.081,0.131,0.085,0.204,0.206,8,10,0.266,0.158,0.107,0.059,0.198,0.24,11,NA,14.94,2639,3299,"C2","Manu","N1"
"188",204,0.523,0.043,0.151,0.082,0.25,0.18,10,9,0.263,0.168,0.099,0.058,0.204,0.248,14,1,8.77,2339,1530,"A1","Manu","M1"
"189",280,0.48,0.057,0.273,0.065,0.233,0.137,13,9,0.361,0.237,0.105,0.086,0.171,0.339,12,4.6,21.06,2360,2479,"A3","Nonsp","M2"
"190",290,0.529,0.033,0.128,0.055,0.224,0.209,11,13,0.353,0.087,0.083,0.07,0.168,0.289,10,NA,NA,2669,3589,"A2","Farm","M2"
"191",314,0.483,0.062,0.213,0.062,0.153,0.068,8,6,0.277,NA,0.079,0.095,NA,0.219,13,NA,NA,1970,1259,"A3","Fed","M2"
"192",263,0.446,0.052,0.174,0.035,0.225,0.146,11,10,0.293,0.205,0.124,0.078,0.09,0.305,13,NA,15.76,2260,940,"A2","Nonsp","M2"
"193",234,0.385,0.083,0.261,0.093,0.202,0.163,11,9,0.219,0.246,0.091,0.119,0.147,0.2,10,11.18,31.1,2150,1330,"C2","Fed","M4"
"194",209,0.52,0.038,0.15,0.078,0.239,0.207,13,12,0.294,NA,0.082,0.067,NA,0.22,12,NA,22.91,3180,2370,"C2","Farm","N1"
"195",349,0.435,0.09,0.227,0.081,0.213,0.174,9,13,0.403,0.155,0.185,0.116,0.113,0.298,13,9.5,28.11,5770,2330,"A2","Nonsp","M2"
"196",203,0.492,0.061,0.199,0.07,0.213,0.107,11,6,0.213,0.084,0.074,0.055,0.191,0.14,8,0.6,8.22,1930,890,"A1","Fed","M1"
"197",241,0.428,0.073,0.315,0.13,0.237,0.169,11,9,0.272,0.248,0.107,0.076,NA,0.265,13,NA,23.25,2299,1599,"C2","Manu","M4"
"198",219,0.503,0.063,0.137,0.039,0.223,0.155,10,8,0.306,0.186,0.097,0.067,0.148,0.249,12,NA,10.77,1539,1099,"A3","Manu","M2"
"199",336,0.475,0.07,0.142,0.055,0.198,0.186,9,13,0.335,0.252,0.106,0.073,0.187,0.322,12,1.51,21.73,2789,1669,"C1","Nonsp","M4"
"200",200,0.461,0.061,0.286,0.121,0.208,0.224,9,10,0.205,0.194,0.067,0.063,0.182,0.184,11,NA,19.57,2139,1559,"C2","Nonsp","N1"
"201",260,0.556,0.052,0.176,0.075,0.193,0.181,7,7,0.334,0.21,0.139,0.103,NA,0.277,12,NA,NA,NA,6840,"B1","Nonsp","N7"
"202",350,0.371,0.088,0.248,0.048,0.229,0.157,12,12,0.367,0.208,0.131,0.118,0.069,0.382,13,8.42,37.31,3169,1730,"C2","Nonsp","N1"
"203",210,0.468,0.06,0.197,0.097,0.148,0.109,9,6,0.225,0.172,0.079,0.069,0.174,0.188,14,1.9,8.4,2080,1759,"A3","Fed","M2"
"204",363,0.371,0.073,0.335,0.107,0.282,0.172,18,13,0.287,NA,0.11,0.123,NA,0.293,8,NA,28.89,7219,NA,"D2","Fed","N3"
"205",340,0.456,0.062,0.215,0.08,0.212,0.134,12,11,0.312,0.228,0.086,0.087,0.169,0.272,14,4.1,12.96,1830,1190,"A3","Nonsp","M2"
"206",274,0.321,0.065,0.261,0.173,0.283,0.234,13,27,0.24,NA,0.092,NA,NA,0.295,11,NA,NA,NA,NA,"B2","Farm","M5"
"207",290,0.527,0.054,0.126,0.063,0.232,0.208,10,12,0.329,0.095,0.085,0.065,0.179,0.3,10,NA,21.84,5459,2180,"A2","Farm","M2"
"208",246,0.538,0.039,0.13,0.05,0.215,0.201,10,12,0.396,0.207,0.105,0.076,0.224,0.279,12,NA,17.03,1859,2589,"C2","Nonsp","N1"
"209",244,0.483,0.075,0.309,0.084,0.303,0.115,16,7,0.322,0.162,0.085,0.064,0.133,0.261,11,4.31,22.46,2380,1979,"D1","Farm","M5"
"210",281,0.506,0.055,0.171,0.078,0.224,0.168,11,10,0.276,0.265,0.095,0.071,0.171,0.299,12,NA,19.39,3600,2260,"C2","Manu","N7"
"211",183,0.375,0.074,0.19,0.071,0.138,0.312,6,12,0.256,0.151,0.088,0.048,0.156,0.155,11,NA,13.93,2000,1060,"C2","Recr","N1"
"212",284,0.374,0.07,0.298,0.087,0.201,0.238,9,13,0.334,0.275,0.128,0.112,NA,0.336,12,NA,25.8,4269,1799,"B2","Nonsp","N3"
"213",386,0.384,0.076,0.235,0.062,0.192,0.203,9,15,0.314,0.272,0.12,0.068,NA,0.382,14,NA,15.2,3829,5719,"B1","Nonsp","M3"
"214",219,0.508,0.06,0.212,0.046,0.217,0.171,10,11,0.289,NA,0.103,0.051,NA,0.219,13,NA,NA,1670,6700,"C2","Nonsp","N1"
"215",222,0.548,0.03,0.116,0.041,0.235,0.189,13,12,0.322,0.211,0.084,0.048,0.203,0.267,11,NA,17.82,1750,1150,"D2","Nonsp","N5"
"216",185,0.462,0.028,0.178,0.132,0.308,0.174,14,11,0.26,NA,0.088,0.056,NA,0.191,11,NA,NA,1140,NA,"B1","Recr","N2"
"217",313,0.456,0.047,0.237,0.104,0.279,0.146,15,9,0.327,0.178,0.119,0.057,NA,0.281,10,NA,19.51,3639,6050,"A2","Nonsp","M2"
"218",198,0.465,0.048,0.199,0.073,0.234,0.163,10,9,0.32,0.133,0.102,0.062,0.114,0.17,9,NA,11.9,2740,1810,"A2","Nonsp","M2"
"219",425,0.258,0.101,0.202,0.064,0.207,0.134,10,10,0.381,0.375,0.115,0.149,0.14,0.366,13,NA,30.79,6319,3179,"B2","Mining","M5"
"220",237,0.447,0.053,0.241,0.107,0.204,0.205,10,10,0.241,0.189,0.08,0.061,0.187,0.221,11,NA,14.1,2030,1440,"C2","Recr","M4"
"221",391,0.397,0.08,0.304,0.13,0.206,0.226,12,15,0.316,0.229,0.127,0.092,NA,0.314,10,NA,38.06,4290,6350,"C2","Farm","N1"
"222",256,0.615,0.022,0.202,0.113,0.222,0.203,13,18,0.328,0.241,0.121,NA,NA,0.32,13,NA,NA,1409,1389,"B2","Farm","M5"
"223",259,0.487,0.059,0.212,0.095,0.2,0.198,9,11,0.288,0.214,0.12,0.073,0.092,0.257,13,2.71,20.45,5260,2250,"A2","Nonsp","M2"
"224",313,0.437,0.045,0.239,0.068,0.24,0.173,12,12,0.365,0.286,0.125,0.08,0.116,0.327,14,NA,24.05,3349,2660,"C2","Manu","N1"
"225",382,0.447,0.052,0.266,0.076,0.233,0.15,12,11,0.355,0.27,0.119,0.078,NA,0.29,10,NA,29.4,8079,1660,"C2","Mining","N1"
"226",272,0.503,0.056,0.157,0.058,0.222,0.15,11,11,0.285,0.19,0.091,0.091,0.182,0.232,14,4.7,6.3,1699,1059,"A2","Nonsp","M2"
"227",194,0.529,0.029,0.179,0.081,0.265,0.168,17,8,0.271,0.088,0.088,0.069,0.101,0.251,13,NA,23.32,1959,1260,"D2","Manu","M5"
"228",231,0.556,0.03,0.167,0.078,0.197,0.258,10,13,0.297,0.14,0.097,NA,0.195,0.316,11,NA,NA,2240,890,"B2","Farm","M5"
"229",282,0.437,0.035,0.367,0.172,0.253,0.199,13,12,0.286,NA,0.107,0.113,NA,0.266,10,NA,NA,NA,3779,"B2","Mining","M5"
"230",373,0.374,0.086,0.233,0.076,0.217,0.173,14,13,0.32,0.215,0.099,0.101,NA,0.34,14,NA,45.28,3380,2570,"B2","Manu","M5"
"231",281,0.497,0.04,0.231,0.147,0.213,0.237,13,17,0.298,NA,0.092,NA,NA,0.329,10,NA,NA,NA,NA,"B2","Farm","M5"
"232",262,0.455,0.043,0.158,0.048,0.233,0.122,12,8,0.329,0.183,0.1,0.056,0.189,0.22,12,NA,13.85,2460,3190,"C1","Nonsp","M4"
"233",255,0.487,0.076,0.205,0.091,0.156,0.332,7,16,0.322,NA,0.147,0.12,0.185,0.32,12,NA,24.86,11420,1610,"B2","Recr","M5"
"234",272,0.507,0.075,0.129,0.042,0.238,0.14,10,9,0.29,0.189,0.081,0.084,0.182,0.248,12,1.53,10.8,2510,1739,"A1","Nonsp","M1"
"235",230,0.474,0.034,0.273,0.096,0.274,0.145,15,9,0.264,0.179,0.079,0.065,0.132,0.214,10,2,18.21,1369,1599,"D1","Nonsp","M5"
"236",348,0.377,0.097,0.237,0.046,0.217,0.202,9,12,0.388,0.23,0.185,0.148,NA,0.354,13,NA,35.55,6439,2589,"D2","Nonsp","N5"
"237",293,0.418,0.065,0.237,0.078,0.237,0.163,13,12,0.296,0.202,0.115,0.068,0.119,0.293,14,5.3,23.87,3119,2339,"D2","Nonsp","M5"
"238",220,0.549,0.045,0.163,0.046,0.194,0.16,8,9,0.262,0.175,0.091,0.052,0.165,0.2,10,NA,12.94,1849,1390,"C1","Nonsp","M4"
"239",408,0.256,0.079,0.21,0.055,0.157,0.138,9,12,0.36,0.249,0.111,0.098,NA,0.318,13,NA,17.31,7730,NA,"B2","Fed","N3"
"240",270,0.498,0.051,0.279,0.121,0.267,0.105,13,7,0.288,0.131,0.1,0.079,0.202,0.234,10,3.11,15.25,3979,2500,"A1","Manu","M1"
"241",321,0.345,0.1,0.24,0.051,0.213,0.159,11,13,0.371,0.305,0.146,0.098,0.096,0.393,13,NA,35.39,4309,3600,"A2","Mining","M2"
"242",350,0.455,0.067,0.153,0.069,0.227,0.173,12,10,0.292,0.228,0.111,0.07,0.121,0.293,13,NA,13.74,2249,2030,"C1","Nonsp","M3"
"243",287,0.475,0.075,0.171,0.045,0.227,0.151,10,11,0.358,0.217,0.1,0.064,0.204,0.248,12,NA,13.49,2329,2580,"C1","Nonsp","M3"
"244",323,0.48,0.057,0.123,0.027,0.205,0.167,10,11,0.307,0.218,0.113,0.08,0.171,0.235,13,2,9.86,1890,2360,"A1","Nonsp","M1"
"245",401,0.393,0.068,0.264,0.095,0.259,0.145,12,10,0.363,0.23,0.129,0.134,0.075,0.343,12,7.78,38.92,3499,1950,"A2","Nonsp","M2"
"246",294,0.449,0.073,0.212,0.065,0.224,0.181,12,14,0.321,0.298,0.106,0.096,0.172,0.33,13,NA,21.85,4959,1860,"C2","Manu","N1"
"247",392,0.366,0.088,0.283,0.097,0.24,0.169,13,15,0.352,0.254,0.138,0.13,NA,0.317,13,NA,44.21,8800,8729,"A1","Nonsp","M1"
"248",220,0.498,0.065,0.129,0.04,0.2,0.184,9,11,0.287,0.247,0.106,0.077,0.225,0.202,11,NA,9.69,1119,900,"A3","Recr","M2"
"249",245,0.285,0.112,0.231,0.076,0.197,0.172,9,9,0.362,0.314,0.109,0.117,NA,0.368,13,NA,41.15,2940,7699,"B2","Fed","M5"
"250",300,0.393,0.069,0.209,0.052,0.21,0.203,10,12,0.343,0.169,0.149,0.095,NA,0.289,12,9.7,21.59,3449,3450,"A3","Nonsp","M2"
"251",193,0.497,0.057,0.286,0.142,0.203,0.217,10,10,0.228,0.137,0.087,0.093,0.15,0.226,11,7.13,14.13,1519,1280,"A1","Recr","M1"
"252",325,0.464,0.054,0.245,0.087,0.24,0.209,13,12,0.31,0.301,0.119,0.063,0.191,0.319,9,NA,19.26,2910,4360,"D2","Farm","N5"
"253",403,0.425,0.089,0.316,0.128,0.272,0.132,15,12,0.284,0.169,0.1,0.105,NA,0.312,13,NA,30.02,15279,5050,"D2","Manu","N3"
"254",239,0.504,0.041,0.177,0.092,0.248,0.176,12,10,0.292,0.214,0.117,0.077,0.078,0.282,13,NA,10.33,3090,1839,"A2","Manu","M2"
"255",253,0.483,0.115,0.249,0.083,0.17,0.229,8,13,0.337,0.232,0.119,0.072,0.28,0.261,11,NA,20.08,1870,1099,"D2","Recr","N4"
"256",325,0.414,0.057,0.206,0.046,0.231,0.199,10,14,0.329,0.258,0.154,0.098,NA,0.361,12,NA,27.36,4740,14250,"B1","Manu","N2"
"257",303,0.551,0.037,0.305,0.1,0.251,0.12,14,7,0.302,NA,0.085,0.087,NA,0.267,8,9.33,14.26,6989,3479,"C2","Mining","N7"
"258",340,0.456,0.082,0.209,0.065,0.21,0.144,12,10,0.324,0.235,0.092,0.078,0.166,0.292,14,2.76,14.29,2059,1099,"A3","Nonsp","M2"
"259",213,0.51,0.033,0.115,0.079,0.234,0.171,17,8,0.289,0.244,0.087,0.092,0.242,0.315,10,NA,NA,NA,NA,"B2","Fed","N4"
"260",300,0.465,0.053,0.28,0.085,0.293,0.114,17,9,0.393,0.254,0.128,0.082,0.158,0.33,8,16.9,13.44,2669,1819,"A1","Nonsp","M1"
"261",286,0.482,0.05,0.166,0.035,0.226,0.158,11,10,0.357,0.21,0.096,0.077,0.193,0.209,12,NA,13.47,2289,2230,"C1","Nonsp","M3"
"262",279,0.465,0.066,0.264,0.05,0.204,0.114,13,9,0.311,0.197,0.114,0.13,0.194,0.274,12,48,13.89,1590,1139,"A1","Fed","M1"
"263",297,0.411,0.042,0.382,0.211,0.284,0.173,11,9,0.307,NA,0.106,0.083,NA,0.279,10,NA,NA,NA,3029,"B2","Farm","N4"
"264",229,0.35,0.069,0.197,0.085,0.119,0.288,8,14,0.317,0.17,0.144,0.129,0.122,0.3,13,NA,21.54,9939,3309,"B1","Fed","N1"
"265",228,0.696,0.02,0.202,0.122,0.224,0.207,19,15,0.304,NA,0.11,NA,NA,0.3,13,NA,NA,NA,620,"B2","Farm","M5"
"266",220,0.464,0.034,0.322,0.16,0.222,0.213,11,11,0.292,0.248,0.107,0.075,0.133,0.285,9,NA,30.93,2080,2410,"C2","Recr","N7"
"267",125,0.514,0.041,0.181,0.13,0.167,0.173,21,3,0.316,NA,0.102,NA,NA,0.301,10,NA,NA,NA,NA,"B2","Farm","N4"
"268",210,0.293,0.13,0.301,0.178,0.297,0.136,14,9,0.32,0.182,0.147,0.072,0.134,0.218,10,14.7,58.35,1489,2920,"C2","Fed","N1"
"269",285,0.453,0.068,0.155,0.066,0.182,0.201,9,13,0.328,0.214,0.118,0.084,0.192,0.279,13,1.1,17.33,2310,2400,"C1","Recr","M3"
"270",260,0.548,0.044,0.146,0.069,0.218,0.178,10,10,0.275,0.206,0.119,0.071,0.163,0.243,13,1.71,18.29,3509,1739,"A3","Nonsp","M2"
"271",182,0.525,0.045,0.09,0.051,0.245,0.127,10,8,0.28,0.262,0.082,0.058,0.166,0.224,12,NA,12.38,2290,2069,"A1","Nonsp","M1"
"272",370,0.498,0.055,0.198,0.052,0.221,0.195,11,11,0.349,0.267,0.118,0.093,NA,0.284,14,NA,28.11,3189,2069,"C2","Manu","N7"
"273",268,0.423,0.054,0.3,0.084,0.268,0.147,14,10,0.311,0.222,0.112,0.082,0.152,0.269,9,11.8,19.54,2990,1489,"D1","Nonsp","M5"
"274",260,0.538,0.036,0.141,0.059,0.208,0.18,10,10,0.308,0.215,0.115,0.072,0.163,0.242,13,1.8,16.26,3170,1739,"A3","Nonsp","M2"
"275",250,0.501,0.029,0.248,0.184,0.222,0.208,9,12,0.274,NA,0.111,0.075,NA,0.268,10,NA,NA,NA,NA,"A2","Farm","M2"
"276",259,0.482,0.059,0.241,0.073,0.234,0.164,11,10,0.287,0.222,0.108,0.094,0.117,0.281,13,5.6,18.56,2140,1510,"A2","Manu","M2"
"277",371,0.456,0.075,0.245,0.077,0.273,0.121,12,12,0.313,0.453,0.115,0.104,NA,0.36,13,NA,40.04,8560,2870,"A1","Manu","M1"
"278",322,0.399,0.065,0.327,0.1,0.256,0.126,14,10,0.313,0.209,0.117,0.101,0.12,0.336,12,6.2,21.43,3319,1660,"D2","Nonsp","M5"
"279",296,0.457,0.079,0.364,0.15,0.235,0.172,14,11,0.321,0.199,0.099,0.091,0.13,0.306,10,5.41,33.91,3220,1999,"C1","Nonsp","M3"
"280",221,0.547,0.061,0.1,0.066,0.22,0.214,11,11,0.287,0.241,0.1,0.048,0.197,0.304,13,NA,23.64,2379,1909,"D2","Farm","N3"
"281",252,0.479,0.069,0.256,0.074,0.242,0.128,13,7,0.24,0.173,0.09,0.089,0.159,0.249,11,4.5,5.91,1459,1739,"A1","Nonsp","M1"
"282",330,0.367,0.126,0.246,0.078,0.283,0.108,16,8,0.306,0.168,0.078,0.063,0.193,0.218,9,4.15,17.95,3700,3809,"A3","Fed","M2"
"283",281,0.413,0.069,0.383,0.184,0.329,0.107,21,12,0.37,0.267,0.131,0.063,0.178,0.286,11,NA,76.05,1630,1179,"C2","Mining","N1"
"284",195,0.548,0.047,0.127,0.074,0.233,0.172,14,8,0.292,0.223,0.077,0.059,0.095,0.235,13,NA,14.4,1550,859,"C1","Nonsp","M4"
"285",242,0.618,0.039,0.109,0.039,0.217,0.214,10,12,0.324,0.171,0.102,0.073,0.113,0.261,9,NA,19.17,7080,2380,"B1","Manu","N1"
"286",369,0.429,0.065,0.266,0.074,0.241,0.137,14,9,0.348,0.269,0.121,0.093,0.148,0.283,12,9.4,18.64,1410,1899,"A2","Nonsp","M2"
"287",226,0.369,0.084,0.224,0.076,0.171,0.26,9,14,0.286,0.182,0.123,0.048,0.141,0.202,11,4.3,11.88,1119,989,"D1","Nonsp","M5"
"288",266,0.501,0.061,0.233,0.05,0.225,0.13,13,8,0.271,0.177,0.096,0.084,0.212,0.219,13,9.9,6.62,1250,1080,"A1","Nonsp","M1"
"289",259,0.444,0.086,0.184,0.09,0.214,0.21,13,12,0.303,0.194,0.124,0.081,0.21,0.244,11,NA,32.62,2389,3070,"B2","Recr","M5"
"290",222,0.435,0.049,0.255,0.169,0.211,0.193,9,9,0.291,0.104,0.08,0.082,0.157,0.25,11,NA,30.64,5799,2870,"B2","Nonsp","N4"
"291",368,0.388,0.087,0.268,0.114,0.26,0.138,16,10,0.379,0.238,0.103,0.103,NA,0.35,12,11.9,46.61,3920,2859,"C2","Nonsp","N1"
"292",175,0.438,0.058,0.262,0.106,0.158,0.334,7,14,0.205,0.193,0.101,0.073,0.165,0.19,11,4.4,11.19,1439,1259,"A2","Recr","M2"
"293",222,0.562,0.044,0.116,0.046,0.254,0.127,12,7,0.299,0.159,0.078,0.073,0.229,0.242,12,0.83,9.33,1940,2120,"A1","Nonsp","M1"
"294",238,0.536,0.049,0.136,0.055,0.216,0.185,9,10,0.268,0.169,0.103,0.077,0.118,0.261,13,2.52,10.86,1280,860,"A2","Nonsp","M2"
"295",286,0.413,0.066,0.233,0.048,0.223,0.193,11,12,0.343,0.244,0.128,0.084,0.11,0.315,13,4.92,20.7,2670,2649,"C2","Manu","N1"
"296",180,0.547,0.024,0.13,0.035,0.195,0.157,10,9,0.217,0.138,0.076,0.059,0.183,0.156,10,1.2,7.09,1230,639,"A2","Recr","M2"
"297",234,0.528,0.071,0.182,0.058,0.216,0.185,9,10,0.276,0.207,0.103,0.06,0.195,0.184,11,NA,10.44,1099,740,"D2","Recr","N5"
"298",175,0.441,0.058,0.254,0.132,0.153,0.332,7,13,0.196,0.192,0.1,0.069,0.174,0.192,11,3.72,14,1469,1300,"A2","Recr","M2"
"299",388,0.322,0.109,0.212,0.08,0.212,0.137,13,12,0.367,0.302,0.14,0.106,0.095,0.384,13,NA,39.11,2799,2319,"B2","Mining","M5"
"300",336,0.421,0.085,0.199,0.081,0.242,0.199,14,16,0.363,0.261,0.112,0.064,0.196,0.338,9,NA,15.58,6309,1570,"D2","Nonsp","N5"
"301",269,0.396,0.068,0.153,0.047,0.239,0.116,18,8,0.296,0.255,0.091,0.068,0.195,0.264,12,1.9,11.31,1240,2219,"A3","Nonsp","M2"
"302",287,0.519,0.057,0.121,0.057,0.218,0.185,10,13,0.308,0.195,0.091,0.065,0.251,0.241,11,NA,19.12,2819,1540,"C2","Manu","N1"
"303",379,0.454,0.067,0.207,0.066,0.243,0.16,12,13,0.295,0.31,0.123,0.102,NA,0.314,13,NA,21.48,2689,2080,"C2","Manu","N7"
"304",295,0.454,0.043,0.326,0.189,0.205,0.209,8,12,0.315,NA,0.12,0.088,NA,0.265,10,NA,NA,3829,3650,"B1","Farm","N2"
"305",286,0.432,0.094,0.388,0.15,0.31,0.112,18,10,0.314,0.348,0.132,0.09,0.204,0.305,12,12.2,39.63,1710,1049,"D2","Fed","N5"
"306",309,0.508,0.061,0.167,0.033,0.216,0.173,10,11,0.339,0.241,0.111,0.083,0.214,0.26,12,2.37,10.06,1589,1780,"A3","Nonsp","M2"
"307",408,0.479,0.041,0.265,0.093,0.233,0.172,12,15,0.352,0.314,0.137,0.075,NA,0.393,10,NA,22,NA,6150,"A3","Farm","M2"
"308",252,0.493,0.033,0.315,0.204,0.344,0.124,18,6,0.348,0.189,0.099,0.059,0.103,0.273,13,NA,16.7,3789,3409,"C2","Manu","N1"
"309",294,0.359,0.086,0.277,0.086,0.154,0.329,10,20,0.208,0.243,0.105,0.084,0.12,0.257,10,NA,19.16,1650,1689,"C2","Fed","N1"
"310",483,0.411,0.082,0.182,0.073,0.272,0.152,15,12,0.345,0.324,0.115,0.132,NA,0.334,13,NA,21.44,17819,3619,"D2","Nonsp","N3"
"311",210,0.464,0.062,0.169,0.058,0.219,0.137,12,8,0.277,0.19,0.098,0.058,0.156,0.178,10,2.28,10.98,1569,1049,"A2","Fed","M2"
"312",296,0.553,0.031,0.336,0.19,0.289,0.148,16,8,0.283,NA,0.099,0.08,NA,0.258,11,NA,27.62,5549,2759,"D2","Farm","N3"
"313",365,0.408,0.083,0.226,0.075,0.227,0.186,11,14,0.355,0.263,0.146,0.126,0.106,0.349,13,4.39,21.05,7180,1789,"A2","Manu","M2"
"314",213,0.548,0.039,0.184,0.044,0.172,0.177,8,9,0.276,0.165,0.092,0.068,0.179,0.177,11,1.9,10.81,1309,529,"D1","Recr","M5"
"315",379,0.477,0.061,0.206,0.064,0.239,0.151,11,10,0.295,0.309,0.133,0.076,NA,0.353,14,NA,30.87,1620,1929,"C2","Manu","N7"
"316",255,0.506,0.048,0.253,0.098,0.169,0.229,9,13,0.241,0.204,0.106,0.092,0.176,0.21,11,4.8,12.99,1579,1150,"A1","Nonsp","M1"
"317",191,0.534,0.032,0.081,0.033,0.275,0.107,11,6,0.273,0.12,0.086,0.065,0.204,0.214,13,1.2,6.32,2009,820,"A1","Nonsp","M1"
"318",275,0.485,0.069,0.157,0.076,0.205,0.166,11,11,0.318,0.247,0.09,0.065,0.249,0.265,13,NA,20.63,2209,1959,"C1","Manu","M4"
"319",278,0.459,0.032,0.362,0.244,0.279,0.139,12,7,0.298,NA,0.107,0.098,NA,0.291,11,NA,NA,NA,NA,"B2","Farm","N4"
"320",350,0.284,0.051,0.202,0.081,0.237,0.068,15,6,0.34,0.24,0.101,0.063,0.218,0.271,10,6.4,19.06,969,3800,"D1","Fed","M5"
